Ticker,SecurityType,Name,Sector,Industry,Country,Currency,Date,Close
AAPL,EQUITY,Apple Inc.,Technology,Consumer Electronics,United States,USD,2024-06-28,209.4019012451172
AAPL,EQUITY,Apple Inc.,Technology,Consumer Electronics,United States,USD,2024-07-31,220.79566955566406
AAPL,EQUITY,Apple Inc.,Technology,Consumer Electronics,United States,USD,2024-08-30,227.9391632080078
AAPL,EQUITY,Apple Inc.,Technology,Consumer Electronics,United States,USD,2024-09-30,231.92063903808594
AAPL,EQUITY,Apple Inc.,Technology,Consumer Electronics,United States,USD,2024-10-31,224.8634796142578
AAPL,EQUITY,Apple Inc.,Technology,Consumer Electronics,United States,USD,2024-11-29,236.490478515625
AAPL,EQUITY,Apple Inc.,Technology,Consumer Electronics,United States,USD,2024-12-31,249.5341796875
AAPL,EQUITY,Apple Inc.,Technology,Consumer Electronics,United States,USD,2025-01-31,235.16519165039062
AAPL,EQUITY,Apple Inc.,Technology,Consumer Electronics,United States,USD,2025-02-28,241.24948120117188
AAPL,EQUITY,Apple Inc.,Technology,Consumer Electronics,United States,USD,2025-03-31,221.58761596679688
AAPL,EQUITY,Apple Inc.,Technology,Consumer Electronics,United States,USD,2025-04-30,211.9811248779297
AAPL,EQUITY,Apple Inc.,Technology,Consumer Electronics,United States,USD,2025-05-30,200.622314453125
AAPL,EQUITY,Apple Inc.,Technology,Consumer Electronics,United States,USD,2025-06-30,204.93740844726562
ACGL,EQUITY,Arch Capital Group Ltd.,Financial Services,Insurance - Diversified,Bermuda,USD,2015-06-30,21.22405433654785
ACGL,EQUITY,Arch Capital Group Ltd.,Financial Services,Insurance - Diversified,Bermuda,USD,2015-07-31,22.61870574951172
ACGL,EQUITY,Arch Capital Group Ltd.,Financial Services,Insurance - Diversified,Bermuda,USD,2015-08-31,21.6424503326416
ACGL,EQUITY,Arch Capital Group Ltd.,Financial Services,Insurance - Diversified,Bermuda,USD,2015-09-30,23.287504196166992
ACGL,EQUITY,Arch Capital Group Ltd.,Financial Services,Insurance - Diversified,Bermuda,USD,2015-10-30,23.73759651184082
ACGL,EQUITY,Arch Capital Group Ltd.,Financial Services,Insurance - Diversified,Bermuda,USD,2015-11-30,22.970539093017578
ACGL,EQUITY,Arch Capital Group Ltd.,Financial Services,Insurance - Diversified,Bermuda,USD,2015-12-31,22.10839080810547
ACGL,EQUITY,Arch Capital Group Ltd.,Financial Services,Insurance - Diversified,Bermuda,USD,2016-01-29,21.41106414794922
ACGL,EQUITY,Arch Capital Group Ltd.,Financial Services,Insurance - Diversified,Bermuda,USD,2016-02-29,21.534683227539062
ACGL,EQUITY,Arch Capital Group Ltd.,Financial Services,Insurance - Diversified,Bermuda,USD,2016-03-31,22.53629493713379
ACGL,EQUITY,Arch Capital Group Ltd.,Financial Services,Insurance - Diversified,Bermuda,USD,2016-04-29,22.342947006225586
ACGL,EQUITY,Arch Capital Group Ltd.,Financial Services,Insurance - Diversified,Bermuda,USD,2016-05-31,23.03076171875
ACGL,EQUITY,Arch Capital Group Ltd.,Financial Services,Insurance - Diversified,Bermuda,USD,2016-06-30,22.821563720703125
ACGL,EQUITY,Arch Capital Group Ltd.,Financial Services,Insurance - Diversified,Bermuda,USD,2016-07-29,23.021251678466797
ACGL,EQUITY,Arch Capital Group Ltd.,Financial Services,Insurance - Diversified,Bermuda,USD,2016-08-31,25.655241012573242
ACGL,EQUITY,Arch Capital Group Ltd.,Financial Services,Insurance - Diversified,Bermuda,USD,2016-09-30,25.122739791870117
ACGL,EQUITY,Arch Capital Group Ltd.,Financial Services,Insurance - Diversified,Bermuda,USD,2016-10-31,24.713851928710938
ACGL,EQUITY,Arch Capital Group Ltd.,Financial Services,Insurance - Diversified,Bermuda,USD,2016-11-30,26.21944236755371
ACGL,EQUITY,Arch Capital Group Ltd.,Financial Services,Insurance - Diversified,Bermuda,USD,2016-12-30,27.351011276245117
